artist,title,sale_year,price,low_estimate,high_estimate,auction_title
jean paul riopelle ,P.M.12,2022.0,595350.0,52500.0,73500.0,COLLECTION JACQUELINE MATISSE MONNIER
gavin turk ,Cave,2016.0,62500.0,50000.0,75000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
paul cezanne ,Autoportrait,2014.0,1718.75,1500.0,2250.0,PRINTS & MULTIPLES
tom wesselmann ,Monica with Wesselmann,2017.0,234375.0,150000.0,225000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
d'apres piet mondrian ,Mondrian,2020.0,6562.5,5250.0,7350.0,Collection Greta Stroeh : Hommage à Arp
andy warhol ,Knives,2019.0,3015000.0,1600000.0,2000000.0,POST-WAR AND CONTEMPORARY ART MORNING SESSION
francis bacon ,Two Men Working in a Field,2015.0,13403125.0,8750000.0,12500000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
lynn chadwick,Sitting Figures on Stripes,2013.0,5000.0,1875.0,3125.0,MODERN BRITISH ART DAY SALE
giorgio de chirico ,i) Il primo a traversarlo fu l'Ippogrifo quando portò Ruggero... ii) ... Ma quasi in grembo a Ruggero,2020.0,15625.0,15000.0,22500.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
emil nolde ,Porträt eines Mädchens (schwarzes Haar),2018.0,200000.0,80000.0,120000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER
alighiero boetti ,Mappa,2016.0,2167500.0,800000.0,1200000.0,POST-WAR & CONTEMPORARY ART EVENING SALE
alberto giacometti ,Portrait de Soshana,2016.0,46875.0,25000.0,37500.0,IMPRESSIONIST & MODERN ART WORKS ON PAPER
"j. child, circa 1810","Bust of William Pitt the Younger (1759-1806), en brunaille",2021.0,781.25,1250.0,1875.0,Jasper Conran: The Collection Part II
wifredo lam ,Untitled (Personnages),2019.0,43750.0,25000.0,30000.0,LATIN AMERICAN ART
howard hodgkin ,"As you'd been wont - Wantonly Wantonly Eros Past, from: The Way We Live Now",2018.0,1562.5,1250.0,1875.0,Contemporary Edition
andy warhol ,Flowers,2013.0,8411750.0,6000000.0,9000000.0,POST-WAR & CONTEMPORARY EVENING SALE
georges braque ,L'aquarium bleu,2015.0,725000.0,300000.0,400000.0,IMPRESSIONIST AND MODERN DAY SALE INCLUDING PROPERTY FROM THE JOHN C. WHITEHEAD COLLECTION
juan gris ,La Conferencia,2018.0,336500.0,40000.0,60000.0,"THE COLLECTION OF PEGGY AND DAVID ROCKEFELLER: FINE ART, DAY SALE"
henry moore ,Apple Orchard in Winter,2016.0,32500.0,15000.0,20000.0,IMPRESSIONIST & MODERN ART WORKS ON PAPER
paul delvaux ,Les Trois femmes,2019.0,15750.0,15750.0,21000.0,"OEUVRES MODERNES SUR PAPIER, INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA"
christo ,"The Pont Neuf, Wrapped (Project for Paris)",2021.0,183750.0,84000.0,126000.0,POST WAR & CONTEMPORARY ART
sam francis ,Untitled,2016.0,32500.0,30000.0,40000.0,FIRST OPEN | POST-WAR AND CONTEMPORARY ART
richard caldicott ,Untitled #61,2019.0,10156.25,1875.0,3125.0,The George Michael Collection Online Auction
wolf kahn ,Sauna Hut,2018.0,6250.0,6000.0,8000.0,American Art Online
tony cragg ,Points of View,2020.0,111562.5,84000.0,126000.0,Post-War & Contemporary Art Online
hendrik willem mesdag ,Bomschuiten in the surf near the coast of Scheveningen,2012.0,51450.0,42000.0,63000.0,IMPRESSIONIST AND MODERN ART
léonard tsuguharu foujita ,Portrait présumé de Jean Cocteau,2016.0,7875.0,6300.0,8400.0,OEUVRES MODERNES SUR PAPIER
lucio fontana ,"Concetto spaziale, Natura",2013.0,127575.0,52500.0,73500.0,ART CONTEMPORAIN
jeffrey steele ,Lolovo,2018.0,17968.75,10000.0,15000.0,MODERN BRITISH ART DAY SALE
beauford delaney ,Abstraction No. 4,2019.0,387000.0,100000.0,150000.0,POST-WAR TO PRESENT
henry moore ,Seated Figures (recto and verso),2017.0,75000.0,50000.0,70000.0,IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE
diego rivera ,Niña con flores amarillas,2018.0,106250.0,60000.0,80000.0,LATIN AMERICAN ART
albert lebourg ,La Mère et l'enfant sur un banc,2019.0,5250.0,2100.0,3150.0,ART MODERNE
yves saint laurent ,Untitled,2021.0,75000.0,3750.0,5000.0,First Open: Post-War & Contemporary Art Online
francisco zúñiga ,Coloquio,2020.0,150000.0,150000.0,200000.0,LATIN AMERICAN ART
patrick heron ,"Two Blue Areas, One Red Disc : February 1962",2019.0,59375.0,25000.0,37500.0,MODERN | BRITISH ART
sir peter blake,Calendar: February,2015.0,12500.0,6250.0,10000.0,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON"
moise kisling ,Vase de fleurs,2016.0,56250.0,40000.0,60000.0,IMPRESSIONIST & MODERN ART DAY SALE
robert motherwell ,Djarum,2020.0,8125.0,2000.0,3000.0,Robert Motherwell Prints from the Dedalus Foundation
erich heckel ,Three Nudes in a Forest,2019.0,14062.5,10000.0,15000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
joseph cornell ,Untitled (Glass Bell),2014.0,1205000.0,500000.0,700000.0,POST-WAR AND CONTEMPORARY EVENING SALE
henri matisse ,Nu au Collier,2018.0,6250.0,2500.0,3750.0,Modern Edition Online
eric manigaud ,Portrait Clinique #11 (Clinical Portrait #11),2020.0,3437.5,3750.0,6250.0,Handpicked: 100 Works Selected by the Saatchi Gallery
pablo picasso ,Motifs n° 45 (A.R. 465),2020.0,7031.25,5000.0,7500.0,Picasso Ceramics
fernand léger ,Étude pour «Femmes au perroquet»,2016.0,78225.0,73500.0,105000.0,ART MODERNE
magdalena abakanowicz ,Back,2019.0,32500.0,15000.0,20000.0,First Open | Online
pablo picasso ,"Le Repos du Sculpteur, IV, from La Suite Vollard",2014.0,16250.0,12000.0,18000.0,PRINTS AND MULTIPLES
adam mcewen ,Commission #2: Friedrich (15),2013.0,32500.0,18000.0,25000.0,FIRST OPEN
gerald leslie brockhurst ,Adolescence (Kathleen Nancy Woodward),2019.0,14062.5,8750.0,12500.0,PRINTS & MULTIPLES
mary fedden,Jocelyn's Egg Stand,2014.0,50000.0,18750.0,31250.0,MODERN BRITISH AND IRISH ART
alighiero boetti ,Mappa,2014.0,1083125.0,562500.0,812500.0,EYES WIDE OPEN: AN ITALIAN VISION
francisco de goya y lucientes ,Out hunting for teeth (A caza de dientes) Plate 12 from: Los Caprichos,2020.0,3750.0,3000.0,5000.0,The Sleep of Reason: Francisco Goya’s Los Caprichos
gunther gerzso ,Personaje,2020.0,8125.0,6000.0,8000.0,Latin American Art Online
zygmund menkes ,Music,2012.0,6250.0,4375.0,5625.0,IMPRESSIONIST/MODERN
michelangelo pistoletto ,Il Presente. Figura su sfondo nero V (The Present. Figure on a Black Ground V),2016.0,753125.0,437500.0,687500.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
peter alma ,A still life with a cup and jars,2013.0,10500.0,10500.0,15750.0,MODERN ART
louis roy ,Paysanne à la moisson,2019.0,49875.0,31500.0,52500.0,IMPRESSIONIST & MODERN ART
george grosz ,Der Kaiser,2020.0,25000.0,6000.0,8000.0,Form and Fantasy
sanyu ,Femme nue aux longues jambes,2021.0,55125.0,21000.0,31500.0,POST WAR & CONTEMPORARY ART
andré lhote ,"Étude pour ""Léda""",2018.0,81375.0,52500.0,73500.0,ART MODERNE
grayson perry ,Untitled,2012.0,4687.5,3750.0,6250.0,POST-WAR AND CONTEMPORARY ART
max ernst ,Ohne Titel,2020.0,5937.5,5000.0,7500.0,Modern Edition: Works on Paper and Prints
"stanhope alexander forbes, n.e.a.c. ",Desirée at the Piano,2012.0,5937.5,3750.0,6250.0,VICTORIAN & BRITISH IMPRESSIONIST ART
daan van golden ,Untitled,2020.0,6562.5,3150.0,5250.0,Post-War & Contemporary Art: Amsterdam
rufino tamayo ,Personajes con pájaros,2018.0,5625.0,5000.0,7000.0,Latin American Art Online
laurence stephen lowry,Beach Scene,2020.0,203125.0,162500.0,225000.0,People Watching: The Art of L.S. Lowry
graham bell ,The Painter's Hand with Bay Leaves,2018.0,2187.5,1875.0,2500.0,Modern/British & Irish Art
william scott,Six Pears and Grapes,2021.0,171875.0,100000.0,150000.0,MODERN BRITISH ART DAY SALE
shara hughes ,Secret Office,2019.0,265625.0,31250.0,43750.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
günther förg ,Untitled,2017.0,55125.0,47250.0,57750.0,POST-WAR AND CONTEMPORARY ART
james mcneill whistler ,"Bridge, Amsterdam",2014.0,81250.0,60000.0,80000.0,PRINTS AND MULTIPLES
inez van lamsweerde  and vinoodh matadin ,"Kate/Bride, 'W' Magazine, 2003",2014.0,23750.0,10000.0,15000.0,TRIPLE XXX: PHOTOGRAPHS FROM THE COLLECTION OF DON SANDERS
samuel john lamorna birch ,"The gorge from Tillyfourie gates on the Don, Aberdeenshire",2014.0,8593.75,7500.0,10000.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
sir william russell flint. ,Alycia reclining,2014.0,39062.5,25000.0,37500.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
bob thompson ,Judgement of Paris (Cranach),2013.0,50000.0,18000.0,25000.0,FIRST OPEN: SUMMER EDITION
archibald thorburn ,"On the river, winter",2012.0,28125.0,6250.0,10000.0,SPORTING & WILDLIFE ART
pablo picasso ,Ovale à l'oeil B (A.R. 624),2020.0,2750.0,700.0,1000.0,Picasso Ceramics
amy sillman ,B,2018.0,171875.0,150000.0,225000.0,POST WAR AND CONTEMPORARY ART DAY AUCTION
raoul dufy ,Voiliers dans le port de Deauville,2012.0,314500.0,300000.0,500000.0,IMPRESSIONIST AND MODERN ART DAY SALE
lucio fontana ,Concetto spaziale,2020.0,281250.0,225000.0,312500.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
tom wesselmann ,Nude (For Sedfre),2017.0,5625.0,5000.0,8000.0,Contemporary Edition
rembrandt harmensz. van rijn ,Man at a Desk wearing a Cross and Chain,2017.0,10937.5,10000.0,15000.0,OLD MASTER PRINTS
francis bacon ,House in Barbados,2012.0,751562.5,750000.0,1000000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
marc chagall ,Fleurs de Vence ou Lilas sur Vence  ,2018.0,1135937.5,562500.0,812500.0,IMPRESSIONIST AND MODERN ART DAY SALE
raymond hains ,Untitled,2021.0,26250.0,8400.0,12600.0,The Curator’s Eye: The Collection of Professor Dr Karin von Maur
d'après alexander calder ,"Les quatre disques noirs, Le modèle crée en 1971 édition Pinton frères",2020.0,42000.0,6300.0,8400.0,Art Contemporain et Design - vente online
joseph christian leyendecker ,Arrow Collar Man,2015.0,50000.0,20000.0,30000.0,AMERICAN ART
sol lewitt ,Five Open Geometric Sculptures,2013.0,167343.75,100000.0,150000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
richard diebenkorn ,Untitled,2019.0,250000.0,200000.0,300000.0,POST-WAR TO PRESENT
jean dubuffet ,Heaume No. 2,2017.0,68750.0,60000.0,80000.0,POST-WAR AND CONTEMPORARY ART
thomas downing ,MIANDRIVAZO,2017.0,27500.0,20000.0,30000.0,First Open | Post-War & Contemporary Art
giorgio de chirico ,Una camera nel museo,2014.0,318125.0,250000.0,375000.0,THE ITALIAN SALE
nigel cooke ,Silva Bereft,2018.0,37500.0,25000.0,37500.0,First Open Online
andre derain ,"T. Petronius Arbiter, Le Satyricon, Aux dépens d'un amateur, Paris, 1951",2012.0,1250.0,3000.0,5000.0,PRINTS & MULTIPLES
martin kippenberger  & albert oehlen ,Untitled,2021.0,5250.0,4200.0,6300.0,20th/21st Century: Amsterdam
pablo picasso ,Mandoline sur une table,2018.0,4212500.0,4000000.0,6000000.0,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER
philibert cockx ,La dame en bleu,2012.0,53970.0,42000.0,63000.0,IMPRESSIONIST AND MODERN ART
salvador dali ,CEil et lèvres,2014.0,130500.0,105000.0,150000.0,ASIAN AND WESTERN 20TH CENTURY & CONTEMPORARY ART
pablo picasso ,"Modèle et grande sculpture de dos, from: La Suite Vollard",2019.0,13281.25,7500.0,10000.0,Modern Edition
armand guillaumin ,La Seine à Ivry,2019.0,8137.5,8400.0,12600.0,IMPRESSIONIST & MODERN ART
keith haring ,Pop Shop I: one print,2021.0,23750.0,15000.0,20000.0,PRINTS & MULTIPLES
mary bauermeister ,Peng-Cil,2020.0,162500.0,40000.0,60000.0,POST-WAR TO PRESENT
"sir william orpen, r.h.a. ",Night,2018.0,148437.5,62500.0,100000.0,ANNABEL'S
simon hantai ,Panse,2012.0,43890.0,21000.0,31500.0,ART CONTEMPORAIN
jack lorimer gray ,Brooklyn Bridge with New York Skyline,2019.0,16250.0,15000.0,25000.0,American Art Online
robert william wood ,Bluebonnets,2018.0,16250.0,6000.0,8000.0,American Art Online
jorge jiménez deredia ,Arrullo,2014.0,47500.0,40000.0,60000.0,LATIN AMERICAN ART
edward wadsworth,Les Plats du Jour,2020.0,85937.5,75000.0,100000.0,MODERN BRITISH ART DAY SALE
rudolf stingel ,Untitled,2012.0,496562.5,312500.0,437500.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
gerard curtis delano ,The Proud People,2018.0,396500.0,300000.0,500000.0,AMERICAN ART
fausto melotti ,Coppa,2021.0,11156.25,15750.0,21000.0,20TH/21ST CENTURY MILAN EVENING SALE
michelangelo pistoletto ,Lei e lui abbracciati (Michelangelo e Maria) (Her and him hugging (Michelangelo and Maria)),2015.0,2203125.0,1000000.0,1500000.0,THE ITALIAN SALE
francis bacon ,Triptych 1983 (Centre Panel),2019.0,9375.0,7500.0,10000.0,Modern Edition
georges rouault ,"Femmes nues, Composition",2018.0,85937.5,75000.0,100000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
andré derain ,Trois nymphes se baignant,2015.0,28875.0,8400.0,12600.0,ART IMPRESSIONNISTE ET MODERNE
joan miro ,Trace Sur La Paroi II,2015.0,11875.0,10000.0,15000.0,PRINTS & MULTIPLES
alex katz ,Ada,2021.0,9187.5,4200.0,6300.0,20th/21st Century: Amsterdam
ed ruscha ,Stains,2021.0,63000.0,31500.0,42000.0,20th/21st Century: Amsterdam
manolo millares ,El Grito,2021.0,210000.0,105000.0,157500.0,COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART.
winslow homer ,The Boat Builders,2014.0,701000.0,250000.0,350000.0,AMERICAN ART
irving penn ,"Chanel Sequined Suit, New York, 1947",2012.0,22500.0,20000.0,30000.0,PHOTOGRAPHS
günther förg ,Untitled,2020.0,140625.0,125000.0,187500.0,POST-WAR AND CONTEMPORARY ART DAY SALE
georges braque ,Oiseaux,2018.0,16250.0,3000.0,5000.0,Modern Edition
kenneth armitage,Seated Figure,2021.0,21875.0,25000.0,37500.0,MODERN BRITISH AND IRISH ART DAY SALE
camille pissarro ,La ronde,2019.0,659062.5,187500.0,250000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
jackson pollock ,Untitled,2015.0,3525000.0,1800000.0,2200000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
pablo picasso ,Visage no. 111 (A.R. 476),2018.0,16250.0,5000.0,7500.0,Picasso Ceramics - Online
maximilien luce ,La boucle de la Seine près d'Herblay,2014.0,32500.0,20000.0,30000.0,IMPRESSIONIST & MODERN DAY SALE
eugène dodeigne ,Femme assise,2021.0,5906.25,3150.0,5250.0,Vente en ligne d'Art Contemporain
gustave loiseau ,L’avant port de Fécamp (Normandie),2017.0,37500.0,25000.0,35000.0,IMPRESSIONIST AND MODERN ART DAY SALE
george grosz ,Die Schwester von Borsig,2013.0,46875.0,37500.0,62500.0,IMPRESSIONIST/MODERN WORKS ON PAPER
pablo picasso ,Nature morte (A.R. 219),2021.0,20312.5,7500.0,10000.0,Picasso Ceramics Online
alan uglow ,Untitled,2014.0,4000.0,1000.0,2000.0,FORMS IN COLOR
jan sluijters ,Woman on the beach,2014.0,9843.75,5250.0,7350.0,MODERN ART
emil nolde ,Blaue Iris und Sommerblumen,2014.0,213125.0,125000.0,187500.0,IMPRESSIONIST/MODERN WORKS ON PAPER
eduardo chillida ,Locmariaquer IV,2013.0,482343.75,375000.0,500000.0,POST-WAR AND CONTEMPORARY ART EVENING AUCTION
prunella clough ,Stack,2017.0,2187.5,1250.0,1875.0,Modern/British Art Online
pablo picasso ,"Peintre, Modèle et Spectateur, from Séries 347",2017.0,3500.0,3000.0,5000.0,Modern Edition
jan voerman ,Roode Oost Indische kers,2015.0,19687.5,8400.0,12600.0,MODERN ART
ernest lawson ,Harlem River,2019.0,200000.0,150000.0,250000.0,AMERICAN ART
kazuo shiraga ,Chizosei Shomenko,2012.0,656250.0,420000.0,630000.0,ART CONTEMPORAIN
guillermo kuitca ,Shit Disposal House Plan,2020.0,21000.0,31500.0,42000.0,Post-War & Contemporary Art: Amsterdam
pablo picasso ,Avant la pique,2017.0,216250.0,150000.0,225000.0,IMPRESSIONIST AND MODERN WORKS ON PAPER
antonio saura ,Accumulation,2013.0,54687.5,50000.0,75000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
francis joseph bruguiere ,"Untitled (Cut Paper Abstraction), 1925-1930",2015.0,22312.5,15750.0,21000.0,COLLECTION SHALOM SHPILMAN VENDUE AU PROFIT DU SHPILMAN INSTITUTE FOR PHOTOGRAPHY
man ray ,"Sans titre, rayogramme, vers 1966",2017.0,19687.5,15750.0,21000.0,PHOTOGRAPHIES
andy warhol ,Self-Portrait,2017.0,4167500.0,2000000.0,4000000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
albert lebourg ,"Rouen, la Seine et le Pré aux loups",2019.0,13125.0,10500.0,15750.0,ART MODERNE
victor pasmore,Points of Contact,2013.0,17187.5,18750.0,31250.0,MODERN BRITISH ART DAY SALE
pablo picasso ,"Femme nue couronnée de Fleurs, from: Suite Vollard (Bloch 134; Baer 192)",2012.0,6562.5,2500.0,3750.0,PRINTS & MULTIPLES INCLUDING AN IMPORTANT COLLECTION BY HENRY MOORE
edgar degas ,Cheval faisant une descente de main,2018.0,552500.0,300000.0,500000.0,IMPRESSIONIST AND MODERN ART DAY SALE
william aiken walker ,"Ponce de Leon Inlet Lighthouse, Daytona Beach, Florida",2018.0,16250.0,8000.0,12000.0,American Art Online
michel parmentier ,20 janvier 1994,2019.0,85312.5,31500.0,52500.0,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR
katherine bradford ,"Independence Day, 3",2020.0,15000.0,10000.0,15000.0,Virtue
theodoros stamos ,Infinity Field (Lefkata Series),2019.0,9375.0,5000.0,7000.0,First Open | Online
henri matisse ,Jeune femme aux yeux noirs fixant un aquarium,2019.0,32500.0,6000.0,8000.0,Matisse on Paper: Prints and Drawings from the Estate of Jacquelyn Miller Matisse
howard hodgkin ,In an Empty Room,2019.0,6250.0,5000.0,7500.0,Feelings in Colour: The Graphic Art of Howard Hodgkin
quirijn van tiel ,Groslejac,2016.0,1968.75,1890.0,2310.0,MODERN ART
zoran antonio music ,Pierres et buissons,2021.0,24937.5,26250.0,36750.0,Reborn: Modern and Contemporary
imi knoebel ,Cementi (Parkett 32),2013.0,1093.75,1250.0,1875.0,PARKETT: FIRST FIFTY EDITIONS 1984-1997
cecily brown ,Girl Trouble,2020.0,1852883.75,1750000.0,2250000.0,POST-WAR AND CONTEMPORARY ART EVENING SALE
joan miró ,"Plate 8, from Oda a Joan Miró",2020.0,15000.0,3000.0,5000.0,Modern Edition
michael raedecker ,Untitled (from the Series Do You Love Me?),2016.0,21000.0,21000.0,31500.0,POST-WAR AND CONTEMPORARY ART
shio kusaka ,(white 120),2019.0,7500.0,3000.0,5000.0,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION
samuel john lamorna birch ,A peaceful brook,2013.0,3437.5,2500.0,3750.0,"VICTORIAN, BRITISH AND IMPRESSIONIST ART"
andrew wyeth ,Tracks,2021.0,300000.0,250000.0,350000.0,AMERICAN ART
jean fautrier ,Sans titre,2014.0,2100.0,840.0,1260.0,COLLECTION WILLEM PEPPLER
sir matthew smith ,Flowers in a jug,2013.0,3125.0,2500.0,3750.0,MODERN BRITISH AND IRISH ART
andré derain ,Paysage à Cassis,2021.0,1470000.0,1200000.0,1800000.0,20TH CENTURY EVENING SALE
irving penn ,"Nude No.67, Nude No.72, Nude No.70, New York, 1949-50",2014.0,64575.0,52500.0,73500.0,"PHOTOGRAPHS, ICONS & STYLE"
ellsworth kelly ,Untitled,2014.0,18750.0,6000.0,8000.0,ANDY WARHOL 10 X 10
lucio fontana ,Portrait d'Antonin Artaud by Otto Hahn (Deluxe Edition),2021.0,7875.0,6300.0,8400.0,Mapping Modern and Contemporary Art
elisa sighicelli ,Iceland: Kitchen,2018.0,8750.0,6000.0,8000.0,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION
jean dubuffet ,Paysage urbain,2020.0,34125.0,15750.0,21000.0,POST WAR & CONTEMPORARY ART
edward simmons ,Dressing,2015.0,30000.0,25000.0,35000.0,AMERICAN ART
marc chagall ,"Daphnis et Lycénion, from: Daphnis and Chloé",2020.0,25000.0,10000.0,15000.0,Modern Edition: Works on Paper and Prints
massimo vitali ,Cagliari senza donna (Cagliari Without a Woman),2019.0,10937.5,10000.0,15000.0,First Open | Online
jean fautrier ,Untitled,2018.0,125000.0,50000.0,75000.0,POST-WAR AND CONTEMPORARY ART DAY AUCTION
james ensor ,"La Musique rue de Flandre (Music in the rue de Flandre, Ostend) (D. 81; Cr., T., E. 83)",2014.0,3437.5,1250.0,1875.0,JAMES ENSOR PRINTS: THE MIRA JACOB COLLECTION
agostino bonalumi ,Rosso (Red),2016.0,70875.0,42000.0,63000.0,POST-WAR AND CONTEMPORARY ART
cy twombly ,"No. II, from Natural History Part I: Mushrooms",2022.0,6615.0,6300.0,8400.0,20th/21st Century: Amsterdam
alfred fontville de bréanski ,In the West Highlands,2016.0,4375.0,3750.0,6250.0,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
piero dorazio ,Salisana,2021.0,4200.0,2100.0,3150.0,Reborn: Modern and Contemporary
renato meziat ,Vase With Yellow Flowers,2020.0,5000.0,4000.0,6000.0,Latin American Art Online
