artist,title,currency,sale_year,sold,price,low_estimate,high_estimate,auction_title
Othon Friesz,Le Pont-Neuf,USD,2021.0,1,90917.19,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Bernard Buffet,Modèle dans son atelier,USD,2021.0,0,0.0,0.0,0.0,Art Contemporain Evening Sale / Collection Passion…Passions
Alberto Giacometti,Tête d'homme,USD,2021.0,1,2028707.75,0.0,0.0,Art Contemporain Evening Sale / Collection Passion…Passions
Alexei Jawlensky,Méditation,USD,2021.0,1,139872.6,0.0,0.0,Art Contemporain Evening Sale / Collection Passion…Passions
Edvard Munch,Soloppgang I Åsgårdstrand (Sunrise in Åsgårdstrand),USD,2021.0,1,5319600.0,0.0,0.0,Modern Evening Auction
Henry Moore,Family Group,USD,2021.0,1,576600.0,0.0,0.0,Modern Evening Auction
Pablo Picasso,Portrait de Dora Maar,USD,2021.0,1,1260500.0,0.0,0.0,Modern Evening Auction
Fernand Léger,Composition (Les Clés),USD,2021.0,1,3045000.0,0.0,0.0,Modern Evening Auction
Lynn Chadwick,High Hat Man and High Hat Woman,USD,2021.0,1,1593000.0,0.0,0.0,Modern Evening Auction
Marc Chagall,Bord de fleuve,USD,2021.0,1,2258500.0,0.0,0.0,Modern Evening Auction
Rembrandt Bugatti,Deux grands léopards,USD,2021.0,1,927500.0,0.0,0.0,Modern Evening Auction
René Magritte,Le Droit chemin,USD,2021.0,1,7502700.0,0.0,0.0,Modern Evening Auction
Claude Monet,Antibes vue de la Salis,USD,2021.0,1,13342400.0,0.0,0.0,Modern Evening Auction
Kees van Dongen,La Célèbre Fatima et sa troupe,USD,2021.0,1,3650000.0,0.0,0.0,Modern Evening Auction
Claude Monet,Coin du bassin aux nymphéas,USD,2021.0,1,50820000.0,0.0,0.0,Modern Evening Auction
Pierre-Auguste Renoir,Jeune fille à la corbeille de fleurs,USD,2021.0,1,12903000.0,0.0,0.0,Modern Evening Auction
Jacques Lipchitz,La Rencontre,USD,2021.0,1,1351000.0,0.0,0.0,Modern Evening Auction
Jean Arp,Nu floral,USD,2021.0,1,552400.0,0.0,0.0,Modern Evening Auction
Alfred Sisley,"Jour de brouillard sur la Seine, Saint-Mammès",USD,2021.0,1,2016500.0,0.0,0.0,Modern Evening Auction
Pablo Picasso,La Chouette,USD,2021.0,1,3892000.0,0.0,0.0,Modern Evening Auction
Franz Marc,Fabeltiere I (Tierkomposition I) Fabulous Beasts I (Composition of Animals I),USD,2021.0,1,4860000.0,0.0,0.0,Modern Evening Auction
Claude Monet,"La Berge à Lavacourt, neige",USD,2021.0,1,3045000.0,0.0,0.0,Modern Evening Auction
Leonor Fini,Les Aveugles,USD,2021.0,1,867000.0,0.0,0.0,Modern Evening Auction
Pablo Picasso,Le Peintre et son modèle,USD,2021.0,0,0.0,0.0,0.0,Modern Evening Auction
René Magritte,Cinéma bleu,USD,2021.0,1,1301000.0,0.0,0.0,Modern Evening Auction
Claude Monet,Saules au soleil couchant,USD,2021.0,1,8996400.0,0.0,0.0,Modern Evening Auction
Pablo Picasso,Tête de femme,USD,2021.0,1,5549400.0,0.0,0.0,Modern Evening Auction
Fernand Léger,La Joie de vivre sur fond rouge,USD,2021.0,1,4073500.0,0.0,0.0,Modern Evening Auction
Salvador Dalí,L'Àngelus,USD,2021.0,1,10719900.0,0.0,0.0,Modern Evening Auction
Joan Miró,Portrait d'une jeune fille,USD,2021.0,1,6009000.0,0.0,0.0,Modern Evening Auction
Enrico Donati,Spaziale fiorito,USD,2021.0,1,867000.0,0.0,0.0,Modern Evening Auction
Ernst Ludwig Kirchner,Grosses Schererportrait (Der Maler; Zeichnender Maler; Grünes Selbstbildnis vor Landschaft),USD,2021.0,1,2925000.0,0.0,0.0,Modern Evening Auction
Henry Moore,Woman,USD,2021.0,1,2561000.0,0.0,0.0,Modern Evening Auction
Tamara de Lempicka,Portrait de Mademoiselle Poum Rachou,USD,2021.0,1,7847400.0,0.0,0.0,Modern Evening Auction
Gustav Wertheimer,Couple of Lions in front of ruins of an Egyptian temple | Couple de lions devant les ruines d'un temple égyptien,USD,2022.0,0,0.0,0.0,0.0,ANIMALS
Gustave P. A. Surand,Lion on a cliff | Lion sur une falaise,USD,2022.0,1,6993.63,0.0,0.0,ANIMALS
"European School, probably late 19th Century, Two paintings of Beja People’s "," Ecole européenne, probablement fin du XIXe siècle, Portraits d'hommes du Peuple Beja",USD,2022.0,1,5594.9,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
"19th Century School, A Monodon Monoceros Narwhal "," Ecole du XIXe siècle, Narval Monodon Monoceros",USD,2022.0,1,5594.9,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
"Attributed to Gustaf Hieronymus Hallman, Painting of a man with a Turban "," Attribué à Gustaf Hieronymus Hallman, Portrait d'homme au Turban",USD,2022.0,0,0.0,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
Aloys Zötl,Whales | Baleines,USD,2022.0,1,15385.99,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
"Indian School, 19th Century, Portrait of a Princess "," Ecole indienne du XIXe siècle, Portrait d'une princesse",USD,2022.0,1,3356.94,0.0,0.0,"Un autre regard : Collection Edric van Vredenburgh, Part I"
François Léon Prieur-Bardin,On the Bosphorus,USD,2022.0,1,62830.65,0.0,0.0,The Orientalist Sale
Stefano Ussi,A Moroccan Guard,USD,2022.0,1,7936.5,0.0,0.0,The Orientalist Sale
Ludwig Deutsch,Before the Mosque,USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Eugène Girardet,The Caravan,USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
European School,The Musician,USD,2022.0,1,4629.63,0.0,0.0,The Orientalist Sale
Alberto Pasini,The Yesil Mosque in Bursa,USD,2022.0,1,99206.29,0.0,0.0,The Orientalist Sale
René Legrand,"Halt by an Inn, North Africa",USD,2022.0,1,1653.44,0.0,0.0,The Orientalist Sale
Narcisse Berchère,Mahallet-el-Kebir (Lower Egypt),USD,2022.0,1,31415.32,0.0,0.0,The Orientalist Sale
Maurice Bompard,"Man with a Pipe, Biskra",USD,2022.0,1,9093.91,0.0,0.0,The Orientalist Sale
Georges Washington,A Mounted Warrior,USD,2022.0,1,99206.29,0.0,0.0,The Orientalist Sale
George Henry Yewell,"In the Souk, Cairo",USD,2022.0,1,16534.38,0.0,0.0,The Orientalist Sale
Adriano Cecchi,A North African Woman,USD,2022.0,1,9093.91,0.0,0.0,The Orientalist Sale
Etienne Dinet,"Students in the Courtyard at Al-Azhar University, Cairo",USD,2022.0,1,33068.76,0.0,0.0,The Orientalist Sale
Carlos Abascal,"The Beach, Tangier",USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Anna Richards Brewster,"Outside the Jaffa Gate, Jerusalem",USD,2022.0,1,24801.57,0.0,0.0,The Orientalist Sale
Franz Kosler,Arrival of the Caravan,USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Philippe Pavy,The Warrior,USD,2022.0,1,11574.07,0.0,0.0,The Orientalist Sale
Pierre Jan van der Ouderaa,At Prayer,USD,2022.0,1,124007.86,0.0,0.0,The Orientalist Sale
Joseph van Severdonck,A Young Tuareg,USD,2022.0,1,16534.38,0.0,0.0,The Orientalist Sale
Frederick Arthur Bridgman,"Romeo, an Arabian Stallion in a Landscape",USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Rudolf Ernst,A Bashi-Bazouk,USD,2022.0,1,69444.4,0.0,0.0,The Orientalist Sale
Richard Fuchs,Gate in Morocco,USD,2022.0,1,82671.91,0.0,0.0,The Orientalist Sale
Ferdinand Roybet,An Algerian Beauty,USD,2022.0,1,9093.91,0.0,0.0,The Orientalist Sale
"European School, 19th Century",Boy wearing a Fez,USD,2022.0,1,3306.88,0.0,0.0,The Orientalist Sale
Jean-Joseph Benjamin-Constant,Twilight,USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Félix Ziem,La Corne d'Or,USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Nils Forsberg,The Dance of the Almeh,USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Virginia Santos Avellar,Portrait of a Young Man,USD,2022.0,1,16534.38,0.0,0.0,The Orientalist Sale
Charles Théodore Frère,Arrival of a Caravan outside Cairo,USD,2022.0,1,16534.38,0.0,0.0,The Orientalist Sale
Carl Neumann,View of Beirut,USD,2022.0,1,107473.48,0.0,0.0,The Orientalist Sale
Gustave Boulanger,The Tribute,USD,2022.0,1,140542.24,0.0,0.0,The Orientalist Sale
Alberto Pasini,Watering the Horses,USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Henri Rousseau,The Hunt,USD,2022.0,1,12400.79,0.0,0.0,The Orientalist Sale
Jules Jacques Veyrassat,Women of Blidah,USD,2022.0,1,2314.81,0.0,0.0,The Orientalist Sale
Gustave Guillaumet,"A Man in Profile, Algeria",USD,2022.0,1,90939.1,0.0,0.0,The Orientalist Sale
Charles Théodore Frère,The Halt of the Caravan,USD,2022.0,1,14054.22,0.0,0.0,The Orientalist Sale
Rudolf Ernst,The Guard,USD,2022.0,1,115740.67,0.0,0.0,The Orientalist Sale
Jean Discart,"The Basket Weaver, Tangier",USD,2022.0,0,0.0,0.0,0.0,The Orientalist Sale
Jean-Léon Gérôme,A Veiled Beauty,USD,2022.0,1,363756.39,0.0,0.0,The Orientalist Sale
Hippolyte Lazerges,An Algerian Boy with Flowers,USD,2022.0,1,2314.81,0.0,0.0,The Orientalist Sale
Jean-Joseph Benjamin-Constant,At Rest,USD,2022.0,1,14880.94,0.0,0.0,The Orientalist Sale
Franz Kosler,Man in a Turban,USD,2022.0,1,19841.26,0.0,0.0,The Orientalist Sale
Adam Styka,"Resting in the Sunshine, Bou-Saâda",USD,2022.0,1,12400.79,0.0,0.0,The Orientalist Sale
Charles Wilda,"Man in a White Turban, Cairo",USD,2022.0,1,21494.7,0.0,0.0,The Orientalist Sale
Charles Théodore Frère,Sunset on the Nile,USD,2022.0,1,173611.01,0.0,0.0,The Orientalist Sale
Eugène Fromentin,The Charge,USD,2022.0,1,52910.02,0.0,0.0,The Orientalist Sale
Frederick Arthur Bridgman,On the Terrace,USD,2022.0,1,13227.51,0.0,0.0,The Orientalist Sale
Charles Louis Müller,Sultana Reading the Holy Qur'an,USD,2022.0,1,90939.1,0.0,0.0,The Orientalist Sale
Stanislas Lépine,Le Bassin de la Villette,USD,2022.0,1,33569.42,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Delacroix,"Portrait of a man, after a Venetian School, 16th Century | Portrait d'homme, d'après une école vénitienne du XVIe siècle",USD,2022.0,1,125885.34,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Johan Barthold Jongkind,Bord de canal en Hollande,USD,2022.0,1,23778.34,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Gustave Courbet,"Saulaie, bords de la Charente",USD,2022.0,1,307719.72,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,La Seine près du pont de la Concorde. Vue vers le pont de l'Alma et la colline de Chaillot,USD,2022.0,1,16784.71,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,Pâturage aux environs de Caen,USD,2022.0,1,10490.45,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Théodore Chassériau,Portrait of a lady facing right | Tête de femme vue de trois-quarts à droite,USD,2022.0,1,27974.52,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Théodore Géricault,Recto: Charrette de charbon à cinq chevaux | Verso: Etudes,USD,2022.0,1,19582.16,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
René Pierre Charles Princeteau,Le Steeple-Chase,USD,2022.0,1,62942.67,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Johan Barthold Jongkind,"Coucher de soleil sur l'église, Hollande",USD,2022.0,1,22379.62,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Gustave Courbet,La Pauvresse de village,USD,2022.0,1,1919362.9,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Henri-Joseph Harpignies,Bord de rivière,USD,2022.0,1,8392.36,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Johan Barthold Jongkind,"Recto: Col de Balbins, Ornacieux ; Verso: Etudes de charrettes",USD,2022.0,1,12588.53,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
René Pierre Charles Princeteau,"La rencontre, avenue du Bois",USD,2022.0,1,10490.45,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,Caen. L'Orne et l'église Saint-Jean,USD,2022.0,1,7692.99,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Delacroix,Recto : La visite du médecin ; Verso : Etudes de chevaux,USD,2022.0,1,8392.36,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Jean-Baptiste-Camille Corot,Environs de Rotterdam. Moulins à vent,USD,2022.0,1,44759.23,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Delacroix,La Visite du médecin,USD,2022.0,1,6993.63,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Eugène Delacroix,Une filandière à Nohant,USD,2022.0,0,0.0,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Stanislas Lépine,Montmartre. La rue Saint-Vincent,USD,2022.0,1,27974.52,0.0,0.0,"Collection Monsieur et Madame Robert Schmit, Part II"
Henri Pierre Picou,La ronde des Nymphes,USD,2022.0,1,3916.43,0.0,0.0,François et Betty Catroux : un écrin méditerranéen
Paul Peel,Frances with the Apple,USD,2022.0,1,35280.0,0.0,0.0,The European Art Sale Part I
John Frederick Herring Sr.,The 1828 Doncaster Gold Cup,USD,2022.0,1,806500.0,0.0,0.0,The European Art Sale Part I
Lawrence Alma-Tadema,After the Bath,USD,2022.0,1,32760.0,0.0,0.0,The European Art Sale Part I
Jean Béraud,"Fiacre, Place de la Concorde",USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Eugen von Blaas,Girl at the Window,USD,2022.0,1,119700.0,0.0,0.0,The European Art Sale Part I
John Atkinson Grimshaw,"A Yorkshire Road, November",USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
John William Godward,Happy Hours,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Eugen von Blaas,A Young Beauty,USD,2022.0,1,138600.0,0.0,0.0,The European Art Sale Part I
Eugen von Blaas,Portrait of an Italian Young Woman,USD,2022.0,1,56700.0,0.0,0.0,The European Art Sale Part I
Jean Béraud,Portrait of Sir Campbell-Clarke,USD,2022.0,1,18900.0,0.0,0.0,The European Art Sale Part I
George Dunlop Leslie,The Goldfish Seller,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Henry Siddons Mowbray,The Rose Festival,USD,2022.0,1,40320.0,0.0,0.0,The European Art Sale Part I
William-Adolphe Bouguereau,Jeune bergère debout,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Montague Dawson,Happy Days,USD,2022.0,1,88200.0,0.0,0.0,The European Art Sale Part I
Jean-Baptiste-Camille Corot,La Vachère de Ribagnac,USD,2022.0,1,94500.0,0.0,0.0,The European Art Sale Part I
John William Godward,Contemplation,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Jules Breton,Study for 'Les vendanges à Château-Lagrange',USD,2022.0,1,107100.0,0.0,0.0,The European Art Sale Part I
Carlo Cherubini,La danza,USD,2022.0,1,126000.0,0.0,0.0,The European Art Sale Part I
Ippolito Caffi,"Venezia, veduta notturna con la Piazzetta San Marco e il Molo, con vista sull'Isola di San Giorgio",USD,2022.0,1,75600.0,0.0,0.0,The European Art Sale Part I
Louis Béroud,La Place de la Republique,USD,2022.0,1,100800.0,0.0,0.0,The European Art Sale Part I
Mihály Munkácsy,Portrait of Princess Soutzo,USD,2022.0,1,176400.0,0.0,0.0,The European Art Sale Part I
Edmond-Georges Grandjean,Le Boulevard des Italiens,USD,2022.0,1,315000.0,0.0,0.0,The European Art Sale Part I
Auguste Joseph Truphème,The Class Pranksters,USD,2022.0,1,22680.0,0.0,0.0,The European Art Sale Part I
Daniel Ridgway Knight,Gathering Roses,USD,2022.0,1,69300.0,0.0,0.0,The European Art Sale Part I
Jean Baptiste Louis (Baron Gros) Gros,Port de Lisbonne,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Johannes Jakob Frey,A View of Rome from Villa Borghese,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
"Sir Alfred James Munnings, P.R.A., R.W.S.","Study of J. Watson, trainer to Mr. Anthony de Rothschild",USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Jean Béraud,Les Midinettes (The Apprentice Girls),USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Barend Cornelis Koekkoek,A Wooded Landscape with Grazing Cattle Near a Stream,USD,2022.0,1,75600.0,0.0,0.0,The European Art Sale Part I
Jean Baptiste Louis (Baron Gros) Gros,Rive du Tage prise de son embouchure,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Heywood Hardy,"Meet of the Quorn Hounds at Kirby Gate November 7, 1910",USD,2022.0,1,50400.0,0.0,0.0,The European Art Sale Part I
Frederick Arthur Bridgman,Funeral of a Mummy on the Nile (a variant),USD,2022.0,1,56700.0,0.0,0.0,The European Art Sale Part I
Elmar von Eschwege,Emperor Frederick III and Princess Victoria on the way to Potsdam,USD,2022.0,1,63000.0,0.0,0.0,The European Art Sale Part I
"Sir Alfred James Munnings, P.R.A., R.W.S.",A Sketch of Miss Brady,USD,2022.0,1,30240.0,0.0,0.0,The European Art Sale Part I
Jean-Baptiste-Camille Corot,Un arbre mort sous bois,USD,2022.0,1,37800.0,0.0,0.0,The European Art Sale Part I
Adolf Schreyer,Arab Chief,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Edmond-Georges Grandjean,An Afternoon Ride in the Bois de Boulogne,USD,2022.0,1,12600.0,0.0,0.0,The European Art Sale Part I
Jean-François Millet,Maternité,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Montague Dawson,"The Engagement between the H.M.S. Shannon and the U.S.S. Chesapeake, 1st June 1813",USD,2022.0,1,126000.0,0.0,0.0,The European Art Sale Part I
Jules Joseph Lefebvre,Graziella,USD,2022.0,1,47880.0,0.0,0.0,The European Art Sale Part I
"Sir James Jebusa Shannon R.A., R.B.A., R.H.A.",Portrait of Marjorie Merriweather Post,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Jean-Baptiste-Camille Corot,Vallons défrichés,USD,2022.0,1,138600.0,0.0,0.0,The European Art Sale Part I
Alfred Stevens,Femme au parasol,USD,2022.0,1,15120.0,0.0,0.0,The European Art Sale Part I
Moritz von Schwind,Die Plejaden (The Pleiades),USD,2022.0,1,88200.0,0.0,0.0,The European Art Sale Part I
Arthur John Elsley,Well Done!,USD,2022.0,0,0.0,0.0,0.0,The European Art Sale Part I
Virginie Elodie Demont-Breton,Jeune fille au géranium,USD,2022.0,1,16380.0,0.0,0.0,The European Art Sale Part I
Jakub Schikaneder,Winter in Prague 《冬日布拉格》,USD,2021.0,1,575422.72,0.0,0.0,Old Masters Evening Sale
Harald Sohlberg,"The Old Captain’s House, Winter Afternoon 《冬日午後的老船長家》",USD,2021.0,1,3512899.93,0.0,0.0,Old Masters Evening Sale
Stanislas Lépine,La Seine au Quai de Bercy,USD,2021.0,1,26575.79,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Théodore Chassériau,Bouquet de fleurs,USD,2021.0,1,160853.49,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Gustave Courbet,La Dormeuse nue,USD,2021.0,1,819808.85,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Gustave Courbet,Rivage normand,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
René Pierre Charles Princeteau,"Le Bien-Aller, Rallye le Haut",USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Stanislas Lépine,La Seine à Bercy,USD,2021.0,1,44759.23,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Stanislas Lépine,Voiliers au large de la côte normande (Le Tréport ?),USD,2021.0,1,79727.38,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Théodore Chassériau,Caïd faisant l'aumône à des mendiants,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jean Louis Forain,Souvenir de Chantilly,USD,2021.0,1,497435.81,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jean-François Raffaëlli,Bord de mer en été,USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
René Pierre Charles Princeteau,L'Hallali en forêt de Chantilly (Equipage du Duc d'Aumale),USD,2021.0,1,55949.04,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Jean Louis Forain,Femme à la voilette,USD,2021.0,1,48955.41,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Johan Barthold Jongkind,Patineurs près d'Overschie,USD,2021.0,1,125885.34,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Stanislas Lépine,La Seine au Pont de Sully,USD,2021.0,1,62942.67,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
Eugène Delacroix,Portrait de Charles de Verninac (1803-1834),USD,2021.0,0,0.0,0.0,0.0,Collection de Monsieur & Madame Robert Schmit | Œuvres choisies – Session I
